x1,x2,x3,target
13.98,13.51,-28.02,low
5.04,7.78,-49.58,low
49.79,6.02,-41.66,low
70.82,12.06,-41.11,low
19.56,1.19,-38.1,low
7.85,3.92,-26.45,low
38.14,16.17,-50.55,low
57.28,15.57,-59.96,low
18.26,10.65,-58.77,low
1.96,5.84,-49.42,low
28.41,6.94,-57.64,low
72.76,18.08,5.5,low
75.29,6.53,-56.11,low
17.88,10.92,-8.95,low
18.08,4.09,6.14,low
7.66,6.0,-1.9,low
48.17,13.34,-24.93,low
9.78,18.74,-45.18,low
17.43,17.97,-53.98,low
57.55,3.75,-49.9,low
24.28,8.31,-41.55,low
33.64,5.72,-55.4,low
9.8,4.58,-50.6,low
82.19,16.82,-9.08,low
86.24,5.14,-3.54,low
27.68,6.59,-56.27,low
42.67,14.21,-32.91,low
39.5,7.34,-46.55,low
38.86,4.16,-54.45,low
-2.85,7.81,1.87,low
72.26,5.82,-48.82,low
70.81,3.32,-57.82,low
40.16,6.86,-35.62,low
34.23,9.52,-11.28,low
-0.43,11.36,6.85,low
64.66,18.61,-4.93,low
29.81,1.85,-53.6,low
78.85,3.83,6.89,low
27.51,8.83,-13.62,low
45.99,9.99,-46.5,low
4.59,15.5,-57.41,low
60.74,4.63,-20.56,low
18.64,6.9,-9.4,low
60.0,7.13,-11.9,low
81.9,6.26,-13.0,low
35.91,8.52,-27.54,low
-0.09,8.16,-49.01,low
17.86,5.99,-45.94,low
68.95,12.62,-33.97,low
54.84,4.15,8.58,low
3.96,9.57,-29.3,low
79.04,8.09,-52.81,low
15.11,1.24,-5.6,low
66.28,4.14,-29.63,low
62.31,12.56,-6.26,low
45.58,5.26,-34.43,low
61.28,5.7,-18.42,low
7.16,12.36,-2.69,low
56.09,1.82,-56.55,low
31.25,10.48,-6.73,low
37.56,18.61,-24.82,low
48.35,7.3,-46.55,low
92.68,12.12,-56.85,low
53.2,5.11,-7.93,low
36.48,12.35,-0.85,low
5.31,11.48,-59.93,low
30.86,8.41,5.07,low
79.9,1.76,-22.12,low
72.01,18.7,-13.38,low
64.86,8.78,9.02,low
64.97,5.72,-16.89,low
38.27,13.34,7.51,low
37.12,7.06,9.22,low
15.26,12.49,-34.32,low
22.66,7.93,-41.67,low
37.55,2.9,-48.42,low
64.97,3.85,-53.63,low
70.87,13.68,-30.69,low
14.88,3.83,-14.28,low
31.08,15.08,-7.87,low
26.91,8.67,-39.37,low
43.38,17.61,-32.82,low
30.52,7.37,-26.62,low
55.5,4.18,-11.37,low
67.22,19.22,-16.9,low
89.73,8.2,-28.72,low
52.11,6.94,2.58,low
29.3,9.14,-53.55,low
16.75,9.97,-8.0,low
67.57,9.92,-39.44,low
64.8,22.02,-28.76,low
79.8,11.66,-16.83,low
11.55,4.96,-11.74,low
54.54,4.42,-18.84,low
14.58,5.75,-37.92,low
75.28,4.4,2.3,low
16.92,8.01,-3.07,low
1.85,5.4,6.09,low
14.32,4.92,-54.26,low
31.91,10.28,8.47,low
59.09,13.37,-32.53,low
82.74,11.53,-25.57,low
78.39,9.45,-45.97,low
17.71,7.83,-19.29,low
48.36,6.78,-39.73,low
-1.33,10.59,-4.42,low
42.46,9.92,-54.18,low
31.99,4.09,-28.02,low
14.17,14.87,3.64,low
73.66,7.89,-27.3,low
49.36,6.59,-6.63,low
39.08,5.2,-6.82,low
39.51,8.43,1.21,low
36.34,10.3,8.01,low
77.97,3.84,-34.51,low
66.9,8.09,-24.06,low
32.4,8.36,-53.3,low
47.27,17.44,-29.1,low
78.57,2.34,-7.58,low
90.29,12.98,-15.84,low
52.8,14.52,-27.9,low
43.44,8.07,-29.69,low
45.78,3.61,-15.25,low
-9.75,16.31,-13.39,low
1.49,18.01,3.83,low
36.55,6.27,0.11,low
37.6,3.18,-26.47,low
68.35,13.81,-15.6,low
53.67,9.34,-41.88,low
32.74,17.24,-41.13,low
69.35,17.15,-27.69,low
45.55,7.4,-22.8,low
84.0,3.53,-15.04,low
43.15,13.32,-9.65,low
82.21,11.27,9.67,low
51.19,9.84,-25.94,low
67.86,4.41,-37.0,low
79.55,11.27,2.32,low
45.12,12.44,-14.17,low
16.79,1.59,-10.8,low
77.92,5.76,-25.27,low
74.07,3.06,-55.53,low
63.23,22.0,-22.09,low
43.89,13.35,-5.17,low
37.57,10.55,0.98,low
47.3,3.66,-33.12,low
84.55,4.07,-7.94,low
36.16,6.24,-10.06,low
74.32,16.63,-40.67,low
83.39,4.01,-8.93,low
69.47,11.1,-33.47,low
-4.94,6.87,-4.67,low
66.52,11.31,-35.05,low
79.22,8.24,-12.27,low
75.48,11.71,-15.86,low
84.46,7.23,4.25,low
27.85,9.45,-20.69,low
69.05,9.0,-4.86,low
38.8,2.3,-53.02,low
76.74,18.01,-39.5,low
50.15,17.29,-28.39,low
48.11,3.66,-5.25,low
8.78,11.65,-28.53,low
70.89,24.79,-55.07,low
40.33,15.06,-29.02,low
22.96,7.41,-28.45,low
9.75,9.91,-55.24,low
30.91,11.48,-55.16,low
59.47,7.38,-45.39,low
29.11,10.25,-9.61,low
37.87,7.31,-27.17,low
49.6,9.17,-25.54,low
46.51,8.52,-1.52,low
60.06,11.05,-37.66,low
77.39,9.43,0.04,low
29.21,6.11,-34.55,low
76.87,10.9,-52.41,low
54.48,17.09,-57.63,low
77.79,6.61,-49.85,low
9.28,3.93,-7.89,low
0.55,7.31,-46.89,low
78.33,10.68,-3.43,low
16.16,8.21,-47.76,low
49.03,4.72,-3.04,low
39.27,1.99,-46.22,low
24.98,16.95,-51.18,low
14.5,3.19,-7.46,low
68.1,13.27,-25.15,low
57.98,5.07,-59.91,low
44.52,10.45,7.45,low
42.5,6.04,-8.42,low
9.35,5.76,-5.64,low
53.17,14.03,-45.25,low
39.02,11.21,-56.49,low
52.3,2.68,-9.13,low
82.59,8.09,-19.22,low
41.03,6.2,-52.09,low
43.66,10.09,-34.21,low
76.81,11.86,9.44,low
6.54,9.5,-6.03,low
71.85,13.81,3.88,low
-0.84,8.7,-18.9,low
83.56,9.89,-51.57,low
45.23,2.11,-17.09,low
17.54,4.16,-21.69,low
13.25,10.31,7.03,low
48.44,7.3,-14.71,low
72.68,6.75,-14.21,low
50.0,1.75,7.34,low
48.41,2.07,-34.01,low
19.86,16.83,-9.69,low
41.44,6.83,-47.94,low
65.89,12.7,-27.78,low
49.14,6.81,9.22,low
34.61,5.24,-8.52,low
37.13,11.33,-39.88,low
31.16,11.88,-12.14,low
46.37,1.27,-46.48,low
33.97,7.98,-30.58,low
70.6,6.73,-7.03,low
66.94,2.24,-12.9,low
57.42,24.27,-46.6,low
70.07,11.37,1.26,low
46.01,7.82,-42.28,low
6.97,2.27,-42.85,low
75.29,16.37,-6.92,low
44.61,6.44,7.37,low
-7.9,14.48,9.16,low
26.06,7.4,-28.5,low
63.95,6.14,-21.77,low
70.73,6.9,4.91,low
15.89,9.13,-59.38,low
78.64,6.91,-53.05,low
12.31,5.74,6.81,low
77.95,4.09,-49.69,low
94.78,5.64,-9.59,low
64.1,11.49,-22.54,low
78.42,7.45,-56.79,low
11.17,6.17,-49.64,low
39.52,15.37,-11.62,low
61.03,9.27,-4.62,low
36.11,5.77,-27.99,low
28.5,5.77,8.48,low
52.4,1.93,-31.37,low
48.84,4.78,-57.07,low
32.44,14.3,-10.37,low
79.39,5.04,-11.37,low
1.75,4.67,-41.41,low
7.18,9.62,-55.4,low
18.84,15.54,-42.36,low
22.31,7.04,-22.15,low
48.63,2.79,7.36,low
82.65,4.41,-13.03,low
20.37,5.37,-31.07,low
43.1,9.34,-2.99,low
20.12,9.26,-31.44,low
37.29,7.72,-59.58,low
93.68,8.33,-29.36,low
70.98,5.5,-38.27,low
40.34,10.87,-31.19,low
-7.78,28.41,-27.91,low
74.9,2.31,-8.25,low
21.45,7.17,-24.63,low
28.2,1.59,-21.9,low
74.8,8.14,-49.58,low
20.3,21.78,-31.49,low
69.19,7.6,2.33,low
24.47,4.26,-1.23,low
48.67,4.71,-16.25,low
49.61,8.21,1.91,low
68.89,7.54,-26.87,low
44.14,6.89,-49.26,low
78.9,15.21,4.41,low
18.22,8.2,7.05,low
58.94,4.67,-9.81,low
22.33,4.02,-42.52,low
20.69,8.85,-15.5,low
86.62,6.47,7.7,low
18.4,10.48,3.35,low
77.85,3.31,-51.07,low
0.55,16.24,-42.9,low
43.94,1.5,-17.16,low
86.75,3.24,-56.13,low
27.62,15.75,-24.67,low
77.35,2.46,-43.2,low
14.91,3.3,-42.32,low
72.89,16.05,-31.65,low
32.89,15.16,9.75,low
5.77,2.77,-24.2,low
30.27,4.52,-40.99,low
81.14,11.71,2.62,low
50.61,4.51,-48.05,low
25.54,11.33,-7.17,low
74.65,14.36,-48.73,low
58.07,12.42,-20.23,low
72.11,1.65,-49.7,low
11.56,20.58,-39.95,low
57.19,7.18,-29.28,low
36.44,12.97,-2.81,low
72.0,18.82,-30.41,low
84.9,6.85,-23.66,low
79.26,6.58,-38.06,low
66.58,6.56,9.87,low
-15.29,18.79,-56.62,low
7.89,12.83,-4.54,low
51.41,16.2,6.85,low
10.67,15.83,-32.34,low
16.51,13.73,-33.43,low
9.5,10.46,-6.41,low
83.01,4.38,9.99,low
60.76,5.59,-22.84,low
13.26,4.65,-56.86,low
58.99,17.58,-49.46,low
24.55,5.75,-53.24,low
34.65,3.1,-46.39,low
13.75,16.12,-9.48,low
20.41,5.82,-3.4,low
44.56,4.78,-26.42,low
-0.71,8.92,-8.34,low
48.59,1.85,-37.95,low
80.4,4.99,-45.31,low
55.22,9.38,-42.86,low
2.57,11.76,-13.98,low
72.78,2.52,-46.22,low
16.81,8.26,-9.9,low
3.81,7.57,-49.93,low
10.05,9.1,-3.47,low
43.23,15.54,-29.49,low
19.48,11.3,-34.51,low
75.8,4.95,-28.78,low
66.53,2.32,-22.58,low
70.08,1.51,-14.75,low
25.72,3.79,4.22,low
79.84,12.36,-22.37,low
34.34,6.25,-45.02,low
72.63,2.99,-47.83,low
36.3,4.75,7.68,low
11.76,3.34,-57.95,low
47.29,10.94,-54.21,low
-5.99,5.92,-36.09,low
55.44,6.45,-30.18,low
28.58,12.35,0.99,low
45.83,16.09,-37.93,low
53.36,10.69,-34.39,low
79.69,8.67,-32.69,low
28.01,1.24,-46.46,low
64.38,13.69,-13.54,low
48.45,5.26,-28.29,low
7.24,6.29,-0.33,low
80.8,6.41,2.55,low
14.55,14.55,-20.24,low
49.32,15.38,-14.17,low
65.05,6.42,-15.44,low
29.48,10.78,-20.38,low
-0.59,7.21,-10.3,low
31.99,14.56,-57.31,low
12.12,3.51,-4.92,low
22.03,9.39,-35.78,low
60.98,4.68,-43.24,low
17.3,12.47,-33.25,low
74.27,7.15,-22.35,low
54.56,8.74,-24.56,low
52.73,5.12,-2.63,low
6.52,1.93,-28.62,low
35.93,3.49,-10.7,low
32.07,4.46,-37.1,low
74.14,16.97,5.68,low
46.2,5.36,3.09,low
54.78,1.9,-28.22,low
63.37,2.66,-59.16,low
74.38,3.61,-17.17,low
27.36,5.65,6.07,low
10.31,10.28,-48.52,low
33.15,5.14,-4.46,low
63.2,13.19,-41.53,low
57.81,7.01,-36.37,low
72.1,18.99,-9.35,low
34.14,19.26,3.71,low
25.87,8.82,-6.41,low
49.81,9.1,-51.89,low
27.29,5.69,1.47,low
43.61,3.67,-17.26,low
31.18,8.81,-43.81,low
73.8,8.75,-0.93,low
54.71,15.12,-55.22,low
71.99,17.86,-41.52,low
56.08,3.4,-16.98,low
24.27,8.51,-54.98,low
7.23,4.59,-5.69,low
0.89,0.57,-38.32,low
65.62,22.02,-15.24,low
68.26,4.27,-23.31,low
29.88,6.45,-51.71,low
27.51,1.36,-56.53,low
64.51,8.81,-11.1,low
88.84,12.93,8.68,low
42.35,12.01,-32.34,low
86.44,8.49,-22.27,low
68.66,14.25,-52.03,low
31.78,11.27,-53.72,low
26.09,9.01,3.89,low
65.22,4.96,-14.27,low
57.14,5.85,-46.34,low
56.72,0.29,-27.13,low
55.16,9.21,-27.04,low
78.1,3.44,-26.96,low
25.92,11.99,-23.81,low
77.36,6.18,-24.49,low
36.87,2.32,-15.65,low
11.22,5.0,-12.89,low
-1.39,8.8,-0.2,low
47.55,11.78,-5.09,low
19.36,7.23,-26.18,low
5.73,4.69,-48.63,low
60.88,10.57,6.99,low
40.93,1.58,-5.0,low
28.16,8.39,-5.52,low
40.15,17.14,-30.57,low
83.55,8.25,-40.02,low
-12.63,8.04,-49.42,low
44.76,4.11,-48.4,low
28.84,9.2,-49.57,low
54.33,5.61,-25.02,low
13.4,12.51,-10.64,low
72.2,6.37,-29.43,low
62.94,9.08,-51.94,low
74.62,9.39,-56.32,low
10.93,26.29,-59.35,low
75.75,6.1,-32.02,low
6.58,10.01,-16.6,low
76.26,8.3,3.76,low
54.32,8.71,-14.31,low
36.75,15.26,-36.26,low
85.66,6.66,5.79,low
38.06,4.83,-10.61,low
52.4,2.19,-23.0,low
-10.77,14.27,-20.11,low
20.79,20.3,-7.14,low
24.84,12.87,2.13,low
26.64,14.9,-17.0,low
22.88,5.08,7.28,low
-8.43,13.38,-10.55,low
56.2,1.48,-57.24,low
54.79,3.62,-20.76,low
85.85,4.68,3.8,low
48.0,10.8,6.66,low
63.58,13.5,-44.14,low
5.14,15.48,3.75,low
2.92,13.15,-41.31,low
21.97,8.93,-3.13,low
24.93,12.69,-38.97,low
33.41,5.83,8.18,low
96.55,10.25,-24.3,low
42.14,2.48,-3.29,low
58.27,5.0,-55.09,low
26.03,2.48,-56.94,low
13.83,2.1,0.87,low
34.77,8.83,6.01,low
36.08,15.46,-48.75,low
60.04,2.54,-28.85,low
82.35,5.95,-52.66,low
32.94,12.35,3.87,low
53.43,5.26,-4.97,low
11.9,8.45,-10.72,low
69.23,8.77,-26.2,low
42.5,16.04,9.98,low
58.18,2.73,-54.41,low
40.76,9.34,-52.34,low
67.85,4.69,-5.28,low
83.43,11.9,-51.07,low
47.78,8.35,-6.98,low
-3.94,12.2,-12.38,low
54.18,11.73,-2.77,low
19.77,8.29,-55.43,low
12.81,4.34,-46.63,low
17.42,8.51,-48.97,low
44.61,7.68,-22.33,low
82.28,10.67,-36.81,low
41.53,4.44,-23.24,low
70.25,4.73,-31.8,low
24.11,15.23,-3.66,low
77.13,2.59,-31.65,low
68.63,4.07,-23.32,low
-1.04,8.36,-39.33,low
37.17,6.64,-32.02,low
73.09,9.33,8.54,low
54.35,8.38,-30.17,low
43.98,8.21,-34.36,low
7.83,8.91,-53.02,low
67.15,2.57,-15.71,low
76.62,12.67,-57.04,low
15.36,6.86,-4.89,low
83.56,9.16,-27.54,low
66.03,5.96,6.65,low
0.82,7.16,-27.77,low
77.22,6.55,-14.48,low
56.8,11.78,-16.94,low
17.18,6.66,-14.55,low
76.76,4.58,-43.32,low
37.09,10.52,1.99,low
86.21,11.85,-38.79,low
89.45,3.11,0.07,low
55.96,3.46,-1.21,low
39.53,17.28,8.05,low
8.73,13.74,-0.81,low
87.07,6.66,-22.82,low
30.42,8.66,-46.59,low
70.9,5.56,-34.64,low
22.53,10.64,-24.08,low
98.49,9.46,-42.81,low
76.33,9.91,-48.73,low
29.56,5.91,-23.83,low
59.23,8.33,-25.58,low
60.4,13.39,-53.13,low
8.85,10.39,-49.57,low
38.14,8.42,-32.25,low
51.16,8.63,-35.29,low
43.04,5.37,-18.41,low
-1.35,3.52,-50.46,low
7.13,13.88,5.33,low
69.73,9.56,-21.46,low
47.96,10.19,-42.68,low
53.06,2.88,-28.43,low
0.53,3.24,-10.25,low
48.53,7.17,-9.73,low
84.22,11.59,-11.33,low
61.81,19.6,7.66,low
26.47,13.16,-1.95,low
52.58,4.51,7.21,low
61.82,5.87,1.27,low
70.21,8.32,-28.95,low
45.14,3.94,-38.15,low
70.56,15.0,-58.56,low
73.64,1.67,-45.83,low
41.22,7.82,-53.52,low
65.81,14.63,-13.68,low
24.79,10.93,-24.62,low
62.32,10.12,-12.98,low
31.92,12.36,-47.82,low
7.12,10.8,-58.15,low
49.53,10.12,5.52,low
33.43,10.44,-38.17,low
70.44,5.34,-35.06,low
24.44,9.13,-2.52,low
0.6,7.07,-57.46,low
60.51,7.07,-31.56,low
28.55,2.86,-27.74,low
96.37,3.37,-41.6,low
14.79,6.21,-32.65,low
6.06,5.05,-25.58,low
42.58,21.11,-18.48,low
-9.6,3.04,-49.85,low
70.87,9.64,-32.67,low
38.53,7.39,-11.16,low
13.3,24.11,-46.16,low
60.13,14.77,-53.31,low
84.93,13.82,-52.25,low
37.04,15.05,-0.49,low
72.26,3.52,-26.08,low
52.78,5.49,0.96,low
35.21,10.17,-7.85,low
64.08,2.87,-35.83,low
59.14,9.66,-13.49,low
-1.1,3.33,-4.19,low
51.57,4.19,-44.58,low
18.68,13.86,-41.32,low
72.24,12.59,-19.88,low
48.95,4.11,-51.65,low
33.44,5.8,-13.09,low
70.54,7.04,-17.09,low
35.54,8.16,-11.78,low
0.69,9.03,-55.37,low
44.89,9.55,-14.72,low
17.45,14.32,-16.39,low
67.75,8.58,-1.02,low
82.89,9.09,5.33,low
73.12,2.8,-28.27,low
47.36,8.46,-10.85,low
87.71,3.22,-42.26,low
56.63,4.67,-45.54,low
45.61,5.05,9.39,low
17.15,5.63,-42.72,low
9.4,9.39,-10.46,low
19.86,2.36,-0.02,low
40.74,2.86,4.6,low
86.1,14.48,-8.16,low
-3.95,5.6,-52.84,low
45.15,7.69,-22.56,low
67.45,8.12,-52.81,low
65.99,0.39,-3.2,low
46.49,2.93,-29.84,low
10.87,15.15,5.37,low
61.02,12.68,-24.97,low
78.93,2.15,-39.28,low
51.09,15.51,-41.72,low
83.74,13.56,-21.14,low
13.51,7.9,-19.27,low
15.58,16.97,-4.1,low
59.04,3.13,-23.94,low
8.86,8.64,-51.46,low
43.67,9.76,5.04,low
34.15,8.16,-13.74,low
13.76,8.32,-45.47,low
0.69,4.47,9.12,low
32.82,5.72,-41.88,low
48.79,13.42,-9.39,low
1.18,9.36,-33.8,low
72.08,7.53,-31.67,low
88.91,2.71,-6.06,low
43.71,6.56,-44.7,low
45.4,15.63,-39.2,low
41.74,2.52,-7.83,low
52.36,3.72,-49.18,low
55.75,6.37,-32.55,low
46.02,2.51,-53.86,low
26.3,2.77,-30.55,low
53.78,12.12,1.14,low
31.23,7.39,-22.61,low
28.51,9.08,1.29,low
24.41,4.34,-40.91,low
58.76,5.79,-46.63,low
78.41,12.48,6.54,low
68.88,2.84,-33.02,low
0.33,12.96,-24.15,low
3.89,8.29,-32.42,low
37.51,10.79,-59.32,low
74.26,1.05,-3.22,low
72.38,12.94,-25.74,low
42.95,9.81,-14.3,low
11.88,7.47,-13.83,low
22.88,10.28,-57.65,low
71.39,7.22,-41.89,low
5.14,10.46,-45.52,low
13.21,7.76,-5.76,low
65.27,13.5,-13.34,low
34.02,7.8,-40.48,low
1.26,14.56,-1.14,low
85.79,10.5,-56.5,low
66.77,3.86,-5.56,low
57.82,4.25,-35.37,low
37.38,5.26,-51.86,low
81.44,13.47,-44.63,low
32.61,7.65,-54.3,low
29.86,14.24,-36.48,low
22.71,5.16,-57.91,low
71.17,5.47,-37.92,low
44.29,2.42,-46.8,low
56.32,29.65,-39.46,low
21.23,8.5,-5.57,low
21.1,10.83,0.15,low
43.28,6.67,-7.6,low
25.35,10.01,-55.47,low
74.8,9.32,-50.23,low
23.95,1.33,-58.48,low
43.75,11.09,-1.59,low
24.66,9.14,3.79,low
66.89,6.17,-34.25,low
24.37,13.91,-38.86,low
2.77,17.92,-5.38,low
53.66,24.87,-57.34,low
56.76,14.82,-29.16,low
36.34,5.75,-17.85,low
22.68,4.2,-42.48,low
29.0,24.08,-40.7,low
-0.6,5.48,-19.83,low
36.67,6.16,-12.54,low
79.73,15.79,-10.39,low
69.81,5.28,-22.16,low
52.19,12.75,8.93,low
53.06,9.11,-40.94,low
35.24,10.88,-10.6,low
3.27,10.74,5.01,low
2.05,6.25,-5.87,low
58.09,4.58,-4.11,low
57.83,10.89,-8.89,low
19.63,11.64,-54.7,low
28.17,18.75,-31.7,low
45.51,11.31,-57.6,low
75.89,8.97,-49.16,low
18.09,9.56,-1.65,low
53.99,9.47,-3.6,low
78.92,8.23,-44.96,low
43.09,17.46,-31.96,low
26.2,17.19,2.39,low
51.7,4.93,1.47,low
-3.24,3.32,1.05,low
45.84,3.01,-2.41,low
36.7,4.64,-15.01,low
55.65,12.53,-30.85,low
35.1,10.37,-26.35,low
15.65,15.73,-29.8,low
9.75,10.9,-15.61,low
15.44,18.35,-3.92,low
54.72,15.36,-59.71,low
74.47,5.83,-3.85,low
84.85,5.02,-27.39,low
59.15,11.6,3.03,low
43.35,3.52,8.73,low
66.16,11.56,4.7,low
73.44,23.26,-57.0,low
63.11,4.81,0.32,low
17.51,7.58,-41.82,low
77.53,13.52,-9.53,low
15.98,14.06,-12.28,low
62.07,4.47,-45.0,low
50.85,15.5,-40.31,low
39.41,3.55,-18.43,low
30.47,8.79,-40.96,low
31.96,4.49,-14.79,low
70.65,3.62,-55.01,low
40.95,5.09,-57.14,low
12.36,4.81,-41.74,low
28.96,1.5,-35.0,low
45.57,7.63,-2.79,low
44.21,8.57,-24.73,low
1.61,6.05,-15.15,low
78.81,24.88,-35.11,low
42.6,5.58,0.13,low
16.81,8.29,-44.28,low
40.55,10.2,-19.99,low
57.59,6.21,-19.27,low
54.43,12.0,4.87,low
38.95,11.3,-37.1,low
62.7,6.58,3.36,low
44.12,8.0,-14.08,low
1.44,11.95,-57.5,low
53.16,10.58,-47.44,low
5.92,16.52,5.69,low
17.69,4.16,2.81,low
24.23,6.63,-3.27,low
8.72,8.44,-12.28,low
39.83,10.52,6.3,low
67.91,8.75,-15.83,low
33.29,6.33,-14.16,low
30.02,7.71,-20.08,low
21.05,25.55,-52.2,low
38.37,10.42,-14.02,low
75.03,15.86,-19.45,low
69.88,3.64,-1.98,low
37.76,15.07,-5.86,low
48.78,7.24,-44.26,low
61.1,15.87,-17.71,low
50.73,5.64,5.27,low
-2.31,15.59,-10.36,low
12.29,8.27,-52.14,low
25.5,6.53,-29.81,low
72.26,4.83,-21.07,low
50.25,12.26,-5.33,low
29.2,7.54,6.86,low
59.26,3.08,-44.45,low
25.06,16.65,-24.13,low
85.82,8.01,-0.56,low
32.28,10.2,-15.16,low
48.37,9.72,-58.52,low
8.74,15.68,-28.44,low
32.77,12.13,-27.27,low
43.98,5.07,6.95,low
42.66,7.22,-4.18,low
38.61,7.1,-18.03,low
17.81,8.76,-34.5,low
93.84,3.71,0.76,low
65.14,4.62,-43.16,low
8.35,8.53,9.79,low
57.27,16.34,-11.78,low
88.93,0.87,-23.62,low
34.18,8.72,-23.99,low
75.3,5.52,-15.52,low
30.63,14.25,-47.52,low
58.14,5.86,-0.73,low
44.69,34.1,3.12,low
16.51,18.26,-42.04,low
-9.51,2.98,-12.69,low
77.02,13.86,-41.26,low
83.63,8.84,-49.54,low
29.34,8.5,9.27,low
62.43,7.06,-45.36,low
80.39,13.63,-31.03,low
23.92,7.67,-6.39,low
66.54,14.22,9.64,low
68.6,13.88,-12.11,low
63.84,5.94,-50.41,low
71.06,4.92,-29.83,low
79.14,8.31,-15.83,low
1.24,7.36,7.74,low
12.39,2.33,0.54,low
48.98,8.45,-40.28,low
3.35,7.66,-0.39,low
77.12,9.2,-34.4,low
67.04,8.53,8.21,low
77.82,6.68,-8.12,low
84.94,7.86,-1.13,low
69.12,7.86,-43.5,low
14.8,15.26,-59.85,low
89.63,6.02,-35.2,low
67.41,22.23,1.63,low
-3.32,3.81,-54.63,low
7.99,8.96,-41.83,low
10.66,18.57,2.44,low
46.82,5.01,2.12,low
57.7,8.56,-15.1,low
36.94,8.98,-21.8,low
60.93,11.32,-43.64,low
81.71,24.87,9.72,low
35.69,16.31,-59.63,low
61.5,11.54,-43.59,low
45.06,19.76,-27.05,low
19.86,13.75,-24.62,low
82.94,2.94,-55.52,low
10.31,1.93,7.54,low
3.72,6.88,-2.88,low
34.9,6.02,-58.47,low
70.21,6.9,-25.86,low
24.34,6.81,-51.72,low
10.66,4.44,-49.72,low
59.82,6.66,-31.92,low
44.64,3.49,-6.74,low
53.83,7.22,-10.77,low
51.15,14.02,-0.32,low
25.76,9.71,-15.59,low
70.33,2.66,-12.92,low
3.84,20.66,7.77,low
31.81,6.58,-30.62,low
53.48,24.78,-3.22,low
19.58,7.04,-58.42,low
71.68,6.28,-5.24,low
23.95,2.86,1.65,low
21.8,19.39,-13.26,low
25.69,12.42,-44.3,low
29.57,13.83,-24.52,low
61.72,4.08,-48.47,low
47.31,19.02,-58.9,low
7.52,4.94,-57.53,low
49.07,4.14,-54.59,low
14.74,7.71,-7.42,low
96.1,8.45,-34.13,low
96.61,11.76,-34.9,low
49.35,3.78,-11.28,low
25.27,7.78,-25.51,low
53.97,12.37,-43.14,low
21.84,24.56,-19.86,low
12.74,4.76,-15.51,low
5.04,8.42,-34.3,low
81.64,12.72,-29.04,low
57.64,9.28,-58.16,low
31.75,3.71,-46.72,low
51.93,9.09,-10.14,low
25.79,1.88,-45.03,low
27.61,14.4,-23.06,low
28.66,6.62,-37.93,low
13.44,3.48,-6.45,low
59.14,6.68,-52.8,low
83.62,15.23,-14.33,low
86.71,5.37,-6.7,low
32.07,7.08,-43.44,low
0.99,8.89,-7.37,low
37.23,4.63,-40.31,low
48.67,10.73,0.03,low
28.13,18.07,-17.84,low
36.85,11.71,-18.14,low
-2.84,20.66,-45.0,low
87.21,6.19,-30.32,low
40.0,21.05,-15.67,low
36.72,4.71,-17.79,low
79.2,7.28,-54.39,low
61.72,6.2,2.7,low
22.84,13.12,-46.74,low
69.47,21.7,-6.96,low
55.31,13.78,2.68,low
79.51,7.6,-37.9,low
10.89,22.29,-15.76,low
15.53,9.62,-15.56,low
45.83,5.07,-56.9,low
44.22,6.71,-53.22,low
78.86,3.81,-23.25,low
54.25,7.49,-47.21,low
43.0,6.4,0.47,low
5.08,16.16,-13.17,low
40.01,15.1,-38.73,low
34.68,8.33,-41.94,low
18.87,12.21,-16.96,low
33.79,4.44,-33.06,low
26.52,4.52,-51.72,low
65.76,9.38,-58.56,low
27.76,8.84,-31.47,low
24.94,6.03,-16.15,low
52.55,4.66,-13.68,low
75.53,10.9,-56.66,low
83.34,7.21,-25.27,low
3.57,18.25,-24.5,low
-4.04,20.72,3.11,low
29.74,7.1,-30.32,low
77.19,13.2,-31.39,low
75.13,1.64,3.39,low
48.74,17.34,1.62,low
18.18,12.29,1.87,low
63.65,7.1,-24.08,low
63.31,9.62,-40.29,low
19.87,2.31,5.75,low
51.7,5.0,9.08,low
34.71,8.04,0.65,low
35.6,10.43,8.04,low
68.35,14.01,6.69,low
30.46,7.64,-21.62,low
33.58,4.21,-36.1,low
62.96,5.91,-52.1,low
57.74,13.09,-27.22,low
79.09,7.84,-27.39,low
62.99,6.44,1.43,low
81.18,13.13,-4.73,low
47.93,10.8,-18.78,low
2.74,5.81,-50.95,low
78.11,3.62,-2.39,low
81.51,19.01,-14.78,low
9.77,5.44,-57.54,low
34.5,6.8,-30.67,low
48.22,10.7,-38.34,low
70.49,1.02,-40.45,low
9.24,11.45,2.06,low
91.2,6.89,-42.25,low
34.01,4.35,-44.71,low
73.57,11.47,-1.05,low
79.11,3.55,-2.6,low
22.49,9.57,5.18,low
51.95,4.58,-8.91,low
63.09,9.84,-45.9,low
78.66,4.67,-13.45,low
23.96,4.68,-46.49,low
29.12,17.48,-35.36,low
83.72,9.78,-26.17,low
82.98,6.17,-47.23,low
47.91,9.47,-40.18,low
30.38,7.36,3.26,low
50.74,22.76,1.7,low
23.8,8.3,-7.27,low
20.6,9.17,-9.33,low
80.04,1.8,-35.85,low
31.57,8.21,-1.49,low
30.92,6.0,-31.28,low
10.49,8.74,-15.37,low
65.83,16.15,-2.2,low
