,x3,x1,x2,target
5456,1.6915807,0.34514454,-0.88750076,0
8238,0.9186156,1.2454503,-1.2201775,2
6958,-1.6376284,-0.67390734,-1.3533965,0
5545,0.14650595,0.066368796,-0.59962136,0
8424,-0.016634414,0.54766196,0.54949176,2
2582,0.49580774,0.23215152,-0.19186866,0
9490,0.0454926,0.75720537,0.62727696,2
6408,0.798226,-0.53897935,-0.69052947,0
6089,-1.2087483,0.9862841,-1.5948482,0
2668,0.87345546,-0.6633474,0.62893426,0
8946,-1.0628911,1.1504633,-0.0119060315,2
6360,-0.57645285,-0.20226851,2.0927205,0
5716,0.16543028,-0.67742705,0.374347,0
5172,1.2975577,0.89129204,1.1653632,0
8987,-1.2681283,0.79590714,-0.16468881,2
606,0.0062214322,0.71420294,-0.41340736,1
5433,1.183365,-1.8176216,-0.96937144,0
2725,1.3619868,1.4971782,-0.42142004,0
3049,1.0270644,0.60943156,-0.9449661,0
6793,-0.34377173,0.34553546,-0.49438062,0
8527,-0.3477288,-1.2543396,-1.3863627,2
6312,-0.85881203,0.7173302,0.26712394,0
3786,0.8348317,-0.6191533,-0.77176315,0
1691,1.6527417,0.9221743,0.86191916,0
8694,0.068867095,0.9417199,-1.0092951,2
1132,0.9125931,0.3873693,0.72279215,0
9332,0.15397556,0.9796384,-1.5709587,2
912,0.46081603,0.12267341,-0.9663141,1
2342,0.44282523,-1.170243,0.59720474,0
256,-0.2804339,-1.656064,0.49880478,1
7721,-0.837155,-0.9629412,0.95315397,2
7774,1.3881685,0.6790187,-1.1058061,2
6251,0.5848418,1.1016009,0.10313711,0
7013,-0.77363735,-1.7839797,-0.07286165,2
8868,0.70150113,-1.3666008,2.1937208,2
2778,-1.0707525,0.57229173,-0.57442814,0
7788,-0.2294316,-1.3799,1.42656,2
6334,-1.3873068,0.9292108,0.94035363,0
4890,0.36989838,1.0672014,0.35148966,0
3149,-1.2278901,1.6077938,0.16369337,0
2979,1.6930938,-1.635332,-0.9785556,0
3254,-0.8543823,-0.30589822,0.05200489,0
8485,-0.5868142,-1.8958592,-0.2852331,2
7178,1.5488782,-1.0353004,0.6780266,2
5307,0.919619,-0.72866184,-0.12805639,0
7035,0.4188429,0.80098933,0.493484,2
5419,-1.6268592,-0.7317907,-0.20680632,0
118,-1.12528,-1.3094919,-0.32392657,1
1382,-0.6819913,1.0593835,0.68770236,0
1267,1.144148,0.5593905,1.6447521,0
401,-0.95425403,0.93468386,0.24691764,1
2748,-1.1778218,-1.2590333,0.44673508,0
6693,-0.47376847,-1.0994464,-0.120789915,0
4657,-1.0044055,-0.6402726,0.547766,0
1491,-1.0107958,0.9761204,-0.17454149,0
396,0.79321235,0.7521234,0.7942785,1
3169,-0.5221621,1.8423092,-0.52729356,0
2113,-0.5552335,-0.010270091,-0.23944068,0
2769,-1.570554,-0.5863013,-2.021625,0
3585,1.3121524,1.3400449,0.38001695,0
6949,-0.26508692,1.5683163,1.2774786,0
5871,1.0762978,0.09647634,-0.9754924,0
4967,0.08329368,-0.45294097,-0.007281133,0
9678,-1.5387214,-1.2304796,0.7212101,2
7542,-0.7426042,-0.39036873,-2.2764733,2
1140,-0.90457433,-1.210922,-0.35260797,0
6562,0.95977527,-0.3027699,-0.14264943,0
1128,-1.6204951,-0.27031177,2.2803905,0
2260,-0.87997305,-0.4298672,0.66016537,0
1849,0.71903586,-1.0677645,0.3648579,0
3768,-0.61690533,-1.6466758,0.0019412535,0
3810,0.9015533,-0.47757897,0.41552782,0
7295,1.3136626,0.45383292,1.7893518,2
4791,1.4813508,0.91122866,1.4056458,0
2937,-0.5532596,0.8435999,-1.4930917,0
3085,-1.4961044,1.1004281,-1.2459248,0
7825,-0.7662493,-0.58004385,0.23058361,2
3994,-0.9871987,0.585193,-1.3764533,0
3455,1.5125914,0.38111374,0.6780266,0
5163,0.8418533,1.2716398,-0.70203817,0
8122,0.021131864,0.977684,0.3399525,2
5966,0.12310598,-1.2469076,-0.15732238,0
3463,-0.9139216,1.8051782,-0.38948295,0
1836,-1.6782513,0.2603024,-1.5437655,0
3051,-1.4809165,-0.8944944,0.6796423,0
5478,-0.5715185,0.66220856,0.05425386,0
7487,-1.1203685,1.7156719,-0.6334688,2
7699,0.058919564,-1.9467137,1.312893,2
19,0.854393,-1.6165551,-0.39478478,1
4141,-1.3215986,-0.42947626,-1.2362559,0
5400,-1.4838564,0.42451093,1.0420934,0
8203,0.12111495,-0.918744,-1.2523806,2
5444,0.16642638,1.0722831,-0.120789915,0
6611,-0.92769504,-0.83191544,0.9785325,0
9305,0.51580846,0.18796998,1.7087293,2
3324,-0.31012923,0.55978143,-0.66189826,0
9379,0.62338054,-0.057975166,0.25097764,2
8990,-1.4671972,-0.05250081,-0.26734167,2
5342,-0.06381232,-1.8129274,-1.5539491,0
9898,1.4078081,0.38385057,-0.6505023,2
1599,0.44582352,0.547271,0.6780266,0
4970,0.93818986,1.6769769,-2.1720667,0
8992,0.3988624,1.1293548,-0.68191886,2
9645,-0.083666705,-0.7955418,0.08105843,2
4449,-1.612173,-0.20383261,0.21616487,0
9177,-0.89867055,-1.2922813,-0.40807617,2
4352,-0.2522133,-0.25349632,-0.9908283,0
7291,0.97483695,0.9796384,0.18696801,2
8071,1.1557107,1.9228246,1.3406134,2
8907,1.4627101,-0.086911626,-0.17948116,2
7192,0.8714488,1.3447357,0.33415616,2
9821,1.3312789,-1.0693288,1.0380031,2
6591,0.13156898,-1.1119628,-0.21931419,0
6230,-1.0653478,-0.14947742,1.1012471,0
2771,1.6708992,1.8114319,0.8781305,0
6145,1.5206546,0.25678357,1.1289452,0
195,-1.6723789,1.4295566,-0.5107999,1
8822,0.7656412,-0.8021908,-0.77469313,2
3723,-0.098057754,0.928429,-0.28779748,0
9240,0.5208093,-1.667017,0.21202321,2
5588,-1.4995339,2.069,-0.8575392,0
5493,0.8689405,1.6871396,0.6156365,0
9035,-0.23289877,0.2653853,0.45943564,2
575,-0.16897845,-0.67938274,0.011127017,1
7244,1.5498862,0.58558375,0.058744572,2
6087,-0.59618783,0.27359587,1.2477672,0
898,-0.71698344,-0.20031321,1.263907,1
2985,-0.9901487,0.047209267,-0.38154647,0
3301,0.5588239,1.4135307,-0.917658,0
8985,-0.55227244,1.4459733,-1.7505288,2
8716,-0.7800399,0.32285887,-0.43750182,2
5024,1.23869,0.77362436,0.047500186,0
8746,-0.6721325,-1.382247,-1.068229,2
3106,0.6173735,-1.3212265,0.076614335,0
3557,1.4259386,1.6433629,0.86043966,0
6050,-1.4314227,0.86314595,1.033905,0
6515,1.4954587,-0.53154874,-1.046436,0
8635,-0.92326796,-0.7239687,-0.32133204,2
6096,0.88951045,1.3486445,1.2062941,0
9604,-1.6948892,-0.4791433,-1.5539491,2
906,0.73607224,-0.5753507,0.020275755,1
2575,0.93066084,-1.406499,0.29898188,0
9748,0.35342285,-0.98406214,0.6421437,2
1989,-1.1355935,1.2067522,0.7712379,0
9908,1.0280691,0.0030244968,-1.068229,2
4737,-1.3142414,0.9616565,-1.6912892,0
894,0.96529764,-1.3012774,0.8336238,1
7080,-0.48018935,-1.0439053,1.6159267,2
494,-1.5823067,-0.1502596,-1.2330363,1
4844,-1.6410547,1.0468743,-1.1690435,0
7630,-1.1670206,1.3701429,-0.18442947,2
9885,1.6880494,-0.23668112,-0.13291177,2
5761,-0.11740678,1.5350922,0.6747906,0
5823,0.6534204,0.390888,0.31469965,0
6290,-0.31903592,1.2024524,-0.88149273,0
4772,0.3524244,-0.6371439,-0.049235392,0
3540,0.16144586,0.1641193,-1.4897281,0
4897,-1.17684,-0.33835658,-1.8741112,0
8147,0.33146045,0.5343697,-1.533598,2
333,1.5020092,0.68527377,0.7180427,1
4138,0.33096138,1.0656378,-1.520067,0
5725,-1.3662244,0.80059826,-0.08475948,0
918,0.39336854,-1.2449518,0.27714106,1
5659,-0.879481,0.32676876,-1.2750338,0
1449,1.6497161,0.7951253,-0.33432645,0
3137,-0.9144134,0.8850373,-0.93280953,0
6571,1.1446507,-0.07244327,0.29700708,0
594,0.0037366932,1.7410779,-0.30065262,1
4997,1.4450786,0.9319472,-1.9313269,0
8293,-0.697271,1.411967,-0.18195415,2
596,-0.1134381,1.6953474,1.0906066,1
9093,-1.2509545,0.14105037,-0.9877573,2
8616,0.6333929,-1.4933369,-1.9745334,2
6187,0.2481539,1.2313783,1.552895,0
3433,-1.31277,0.7102934,1.6690582,0
4974,0.11265312,0.047991242,0.65526634,0
9222,-1.3446486,-0.6301041,-0.5772191,2
110,-1.4059349,-0.47757897,1.1025736,1
5308,1.1672747,1.232942,-0.0119060315,0
7226,0.39936185,1.806742,-0.018860701,2
9843,-1.3995625,-0.057975166,0.0019412535,2
9875,1.7026789,-1.5281507,0.5234411,2
65,1.0918752,0.42099223,0.9938984,1
3459,-0.2061478,1.3087741,-0.18195415,0
451,0.2192406,1.6132659,-0.92068446,1
8144,-0.59421444,-1.8579137,1.5561935,2
2082,-0.5419075,-0.6171979,-0.12320984,0
2251,-1.4260317,-0.076353766,1.0488944,0
6241,-0.9035904,0.9303838,-0.21180284,0
5836,1.5952562,0.41669163,1.2564718,0
1661,-1.2087483,0.66025376,-0.9939014,0
3695,-0.9316299,-0.97467494,0.7541773,0
7998,0.52731085,-1.2547307,0.6305902,2
3590,1.7041926,-1.4381828,0.5819949,0
7371,-0.5655971,-0.2288599,-1.4495064,2
6134,-1.3358216,0.6524349,-0.28267056,0
5390,-0.50586885,-0.8190086,-0.34476033,0
6257,-0.37344518,-0.4619357,-0.32133204,0
2458,-0.0975616,-0.46858412,-0.17454149,0
321,0.020137759,-1.2750707,-0.2647942,1
4843,0.5743337,0.34201676,1.39043,0
1882,-1.7046756,-1.4323156,2.2128167,0
6029,1.7097422,-0.8819785,0.7665992,0
2910,-1.4230908,-0.05015466,-0.065749995,0
4712,0.7486005,-1.2954104,0.05425386,0
6264,-0.45400888,0.77675176,0.27714106,0
1652,-1.7281607,0.90771055,0.0065389024,0
3840,1.3700422,-1.0083122,0.7164569,0
6333,0.07234911,0.8349996,0.1314852,0
3374,-0.9237598,-0.1002066,1.6532322,0
922,-0.63318056,-0.62697524,-1.6947594,1
2799,0.6994974,-1.1381693,0.8155559,0
8040,-0.08813323,-0.119758576,-1.9241502,2
4305,0.20578466,0.39675254,0.8079816,0
1286,1.5957603,-0.41969925,1.4826156,0
8059,1.392197,1.3697518,1.9035369,2
3502,-1.5215781,0.3729034,-0.2955041,0
7855,-1.1075978,-1.3669918,0.41367564,2
7310,-1.6053188,1.3060379,-0.0119060315,2
3879,-1.7183756,-0.38059208,0.6022486,0
3704,1.3247353,-0.44159964,-1.2362559,0
5177,1.6996521,0.2978365,1.3104672,0
2554,-1.2431034,1.379524,-0.36836067,0
2501,1.239193,-0.2327705,-0.45906162,0
3756,-0.3032013,0.08357309,0.968698,0
987,1.0180238,-0.67820936,-1.175409,1
7095,0.1923308,0.31347564,0.968698,2
2144,0.8162768,-1.4718227,1.6910554,0
3491,-0.1769095,-0.22964218,0.14012676,0
2480,-0.7455602,0.22902375,-0.32392657,0
6460,0.35891426,1.0382745,0.69733256,0
8270,-0.40360317,-0.5065192,-0.36836067,2
9255,-0.97982395,1.1563268,1.4746842,2
8809,0.82430017,-0.6344061,-0.93280953,2
5210,-0.9930984,0.9135742,-0.8277738,0
6100,0.26311305,-0.29260218,0.6925234,0
8973,-0.9006386,-0.113501936,1.2037568,2
1085,0.7516076,0.6078677,-0.36572993,0
8017,-0.7687122,0.71811223,0.97432303,2
8268,-1.2067847,-0.4541141,1.849009,2
9259,1.5387979,-0.9551187,-1.4729369,2
5755,-1.0289823,-0.5393705,0.50411093,0
5631,1.1305754,0.12619248,1.3703884,0
6647,-0.7647716,-1.1948851,-0.8935166,0
8916,-0.2804339,0.22276795,0.77586645,2
3625,-0.15460156,1.274376,-1.4762914,0
2021,0.5238099,-1.0826277,0.47564018,0
3668,-0.93064636,0.16294628,-0.6278073,0
6431,0.19033788,-0.4795344,-1.9962316,0
9245,-1.6625904,0.9632203,-1.9817591,2
3081,-0.77412987,0.32637772,1.2264936,0
4284,1.7344644,-0.70245767,1.3116803,0
8935,-1.0004728,-1.3372638,0.48814857,2
7427,0.08080612,-0.115457,-0.36310124,2
1620,-0.8976864,0.84438163,1.2946404,0
4248,0.8077524,-1.2398671,0.20579244,0
5127,1.1758227,-0.96880823,-0.917658,0
6709,-1.7340313,-1.1084428,-0.46989125,0
229,0.5663284,-0.62893075,-0.07999355,1
6993,1.0823276,0.9034105,-0.54386145,0
7034,-1.1532722,0.1332305,0.085492894,2
1186,0.8192854,-0.3880222,0.6764091,0
6060,1.2935318,0.14496037,-0.7454815,0
1905,0.31399426,-0.20265959,-0.00036063895,0
2419,0.6363968,0.684101,-0.23439594,0
9863,-0.4436335,0.8408634,0.15943003,2
7115,-0.22447813,-0.53037536,0.62229645,2
2780,-0.118398845,0.49488345,0.24081025,0
2971,0.17489418,1.6120933,0.968698,0
998,1.6905719,0.7732333,0.19535871,1
9913,0.43582985,1.5902052,-2.157262,2
7145,0.79170835,-0.3977991,1.1157978,2
9631,0.5808387,-0.95159847,0.5512158,2
6994,-0.5285798,-1.82701,1.1157978,0
2993,0.10170421,-0.44081748,-0.16961066,0
9120,0.38587734,-0.18310727,0.1508748,2
7086,1.1858793,-1.357604,1.3763003,2
5027,1.7359784,-1.4909902,-1.1563355,0
6034,-0.57694644,-1.4127573,-1.3173476,0
813,-1.4422052,-1.1299553,0.15729505,1
6030,1.1431426,0.570337,0.24691764,0
2052,0.7245474,-0.2190836,-0.11837221,0
7243,0.5983539,-1.5207188,-0.8426317,2
6984,-1.4044644,-0.33992082,1.9265797,0
5016,-0.9252357,0.31308448,-1.6051136,0
1489,0.35192522,0.87800086,2.170114,0
7872,0.74459136,1.1488996,-0.78055924,2
5744,-0.8100781,1.29822,1.4311838,0
384,-1.1080889,0.81975365,2.3090081,1
8388,-0.08763695,-0.16199084,-0.9877573,2
5719,-1.4784669,1.6191291,-0.6278073,0
6406,0.62488234,-1.2203097,-1.5573474,0
2746,0.3728942,1.2462319,-1.2491521,0
4334,0.4243384,1.62851,-1.4998246,0
246,0.46681365,0.4311573,1.3092535,1
6717,-1.5005138,-0.8784584,0.6715499,0
1596,-0.9940817,-0.17294002,0.1271502,0
4981,-0.30963442,0.9667387,-0.25209036,0
2731,-1.6087458,-0.41109562,1.1052251,0
7905,-0.52364296,0.49879295,-0.12805639,2
3069,-1.7262037,0.47768143,1.2088286,0
84,1.7284098,-1.6106879,0.968698,1
4160,0.12459944,-0.8843252,0.86782855,0
18,-0.6218376,-1.0705023,0.3322198,1
9059,1.1139883,-1.1334758,-1.533598,2
2273,-0.97736526,1.5237572,0.68770236,0
879,-1.6777622,1.3244094,-0.67332643,1
758,-0.1134381,0.19383474,1.7056187,1
76,-0.888338,0.34944522,1.7833132,1
6082,0.18934144,0.50113875,0.37055716,0
5204,-1.004897,-0.16590132,-1.6325673,0
4302,0.31698808,-1.312621,1.552895,0
6839,0.32297644,-1.4933369,-0.9267433,0
4918,-1.2028579,0.25952053,1.1276338,0
5427,-0.92572737,-0.51434076,1.7190707,0
9833,1.60534,-0.30198774,0.66016537,2
7662,-0.4979682,1.6128755,0.8306233,2
7678,0.8523866,-0.60077184,-1.0278308,2
9394,0.50630754,-0.3872403,-0.56050336,2
6366,-1.6283275,0.17545813,-0.59120506,0
6594,-0.26657227,1.349817,-1.3896695,0
9165,1.4642211,-1.043123,0.62229645,2
8027,-0.92818683,1.2677311,-1.0901158,2
3947,-1.0766485,1.0159929,0.029387563,0
2627,1.6043316,0.23958036,-1.520067,0
5490,-0.33981442,0.9444567,0.11190247,0
5840,-0.90998584,-1.5606178,2.474483,0
2357,0.11563955,0.34670836,0.3572308,0
5941,1.4803432,-0.30824474,0.107524395,0
6985,-1.0088295,0.39870727,0.03619732,0
5139,1.1702917,-1.4417033,0.52169174,0
3053,-1.6229429,0.1175904,0.6256183,0
5684,-0.60408074,0.4198193,1.2787087,0
5108,-1.0899134,1.3099468,0.29305166,0
9488,0.8227957,0.411609,0.21616487,2
6702,0.47881025,-0.0024498259,-0.8724954,0
2109,-0.3704784,1.7168444,1.3774806,0
6508,1.5261981,-0.6128957,-1.2298188,0
4951,-0.61,-1.1162654,-0.042191662,0
1697,-1.3828943,0.412782,-0.83668244,0
7991,-0.6888921,-0.6344061,-0.96325856,2
9809,0.12111495,0.19305263,-0.53556836,2
4522,1.1064492,0.8088077,-0.6962799,0
9219,-1.5539037,-0.46506438,-1.7645421,2
5547,1.7193278,1.3756152,-0.9571532,0
9778,-0.61295956,-1.0818452,1.0785758,2
611,-0.025575943,-0.52529126,-0.25462684,1
1716,1.4868929,1.1320909,-1.584599,0
7928,-0.89522636,-0.5264645,0.6322448,2
9567,1.2562977,-0.09434104,-1.327157,2
1387,1.452131,-1.4323156,1.3358151,0
6368,-0.93802404,-1.7033964,0.20371056,0
2129,0.6674419,0.05972147,-0.7571423,0
6522,1.0265621,-0.8397378,-1.1468242,0
2754,0.91158944,-0.65044105,0.15943003,0
6377,-0.9208085,-0.32701573,1.5550942,0
7772,0.39486682,0.066368796,-1.5437655,2
2652,0.45631805,-0.8530357,0.16582136,0
3703,1.394715,0.45656964,-1.8102835,0
8547,1.3267486,1.7586664,-0.26989117,2
688,-0.18384847,-0.4572428,0.41552782,1
9989,-1.4921852,1.389687,0.14658293,2
2395,-1.2455572,0.5883206,-1.2041463,0
7010,-0.13427064,1.148118,-1.3369832,2
82,-0.61937135,-1.2148336,-0.10872385,1
5604,-0.9286788,1.3138558,0.30292434,0
8815,-0.6233171,0.87800086,-1.7365434,2
6218,-0.7248674,-0.54210806,0.8470742,0
6884,0.22522193,-0.21439119,0.60560405,0
665,1.5735776,-0.34383154,0.6005688,1
8599,1.2271202,-1.5140687,0.35148966,2
9652,1.3765875,0.99996585,0.24894865,2
3705,1.1149937,0.88112813,-1.175409,0
2028,-0.37641194,-1.1502948,-0.6676084,0
4956,-1.2735254,-1.706135,1.3715723,0
1312,0.27308723,-0.7329641,-1.0807244,0
7943,-0.55177873,-0.857338,1.4655893,2
8775,0.25563312,-0.15573408,-1.7645421,2
8961,1.2256111,1.0593835,-0.0681183,2
217,1.4737936,0.92725635,0.59720474,1
6248,-0.3274469,-1.3267027,-0.7309504,0
26,0.28954747,-0.46232677,-0.5856047,1
4817,1.3202055,-0.7548662,1.0825932,0
2017,1.5372859,-1.7738088,-0.9237126,0
653,-0.32794172,1.1426455,-2.12037,1
4424,0.3564181,1.5272748,-1.3731539,0
1338,1.2759197,-0.42478335,-0.30322993,0
3817,-0.05686173,0.7618965,-0.5660671,0
9917,1.294035,0.6446164,-0.46718115,2
2875,1.3337955,-0.21165371,0.48992887,0
831,-0.11095754,-1.1432544,0.34380606,1
1189,-1.3323884,-0.2480216,-0.10391298,0
2116,1.3051066,1.1316997,-0.15487137,0
8004,-0.2972626,1.2900118,-0.11595673,2
5050,-0.42090243,-0.89058316,-1.6878204,0
547,-0.73964846,0.5046572,-0.81296486,1
926,1.5675286,0.22276795,1.5152093,1
4704,-0.9011304,1.6668144,-0.3709936,0
1260,-0.061826475,1.0515654,-0.32133204,0
6152,-1.2097299,-1.0888859,-0.7425713,0
719,-0.71254843,-0.19718489,-0.5217872,1
4414,-0.30815005,0.21885794,0.7369749,0
7645,-0.7662493,-1.4366182,-0.5716392,2
2812,0.22621875,-2.0836322,1.0664806,0
3581,-0.08763695,0.9331201,-0.56050336,0
8741,0.2695963,1.0781468,0.6122981,2
4129,1.2869902,-0.17059386,-0.34737393,0
6199,-0.3343729,-0.7603417,1.81636,0
9166,-0.038489413,0.82131726,-1.0651098,2
2438,-1.5862235,1.961518,0.75573444,0
9960,-1.03488,0.5054392,2.6263037,2
2359,0.12858197,0.45500582,1.6889682,0
359,-0.14964324,0.78066105,1.0583807,1
3828,0.27009502,-0.7669906,-0.13777618,0
5335,0.97634333,1.7262255,1.0297997,0
1953,0.13555188,1.7582756,-0.72225565,0
679,-0.8445385,1.4791976,-0.85157025,1
1258,-1.2254362,0.69309247,1.6234308,0
1028,-0.469323,-0.4447283,1.4803518,0
4624,0.0365427,0.0913932,1.3703884,0
9719,-0.0171313,1.1989341,0.78662664,2
9977,1.5609757,0.20595542,-0.5688521,2
8094,-1.4882656,-0.41187778,0.2078719,2
225,-1.7164185,1.1285731,-0.65904623,1
2956,1.706715,0.121500514,-0.8041032,0
6486,0.6143703,-1.2398671,2.0417826,0
1121,0.4388278,1.0410109,-1.6947594,0
2421,-0.14319716,-0.25779802,0.094334036,0
7183,1.192417,-0.91326827,-1.3402618,2
6374,-0.43572763,-0.85029787,0.18696801,0
8800,-1.3250318,-1.0681555,1.5824299,2
650,-0.9050664,1.0097382,-0.1499759,1
840,0.14650595,-1.3192706,0.8079816,1
4109,-0.76674193,-1.2637273,1.5296845,0
4523,0.6909817,0.92412895,0.33802232,0
1168,-0.88046515,-0.05171876,-1.2750338,0
8191,-1.5945474,-1.1033583,0.31469965,2
6507,-0.15757622,0.4980111,1.7641007,0
5393,1.2070014,-0.9539452,-0.09431831,0
686,-0.46487707,-1.5504475,1.7097652,1
4994,-0.021105422,-0.7724662,0.7148701,0
6614,-0.17443112,-0.12288665,-0.81888247,0
2454,0.5173087,-1.0802809,-1.1785942,0
4971,0.73607224,-1.1628114,1.5976114,0
9721,-0.3803677,0.10937935,0.14873014,2
6476,-0.6701606,1.2130061,1.5352303,0
1881,0.049967904,1.4698166,0.25300387,0
7656,-1.2779409,-0.4595893,0.7588443,2
5532,0.60085624,0.19148892,0.12062976,0
9524,1.2059954,0.5801108,0.9346404,2
4263,0.33295777,-1.1933206,-0.17454149,0
280,-0.36948934,-0.58317256,-1.9062397,1
7332,-0.6243036,-0.9559009,-0.34998986,2
1950,-0.24528037,-0.6101581,-0.8545537,0
1809,-0.99752295,0.11016133,-0.08953443,0
8156,-0.2561746,-1.715914,0.44855458,2
9767,0.5653277,1.8524717,0.46485248,2
8731,0.70450705,-0.72709745,-1.1436574,2
7100,-1.4667071,0.3693847,1.020191,2
4773,1.6194583,0.37016678,0.9994597,0
2810,0.7010004,-0.17372206,-0.86950034,0
9119,0.9607793,-1.4287951,-1.1058061,2
9765,0.5948506,-0.7005023,0.5683753,2
3599,0.53481305,0.29705453,0.30095395,0
5712,1.6986431,1.1094187,0.304892,0
4830,0.23569006,1.4213481,-0.7309504,0
8930,-0.085155666,0.28649828,-0.14508946,2
4583,0.1923308,-0.17997883,0.79885596,0
5711,-0.31062418,0.6739367,-1.0062121,0
5813,-0.13377471,1.101992,0.16369337,0
9693,-0.23190816,1.0300655,0.54603845,2
8804,-0.25716487,0.8220991,0.75573444,2
9125,0.4893083,-1.6998757,-0.15487137,2
4226,0.9803602,0.15356246,0.5512158,0
9158,-0.7263456,0.6387523,-1.7156194,2
2569,-1.5685959,-0.1361821,0.60895383,0
1725,-1.6479073,0.00067833223,-0.68191886,0
6543,0.9050657,0.6715909,0.46124282,0
4304,0.30750772,-1.9870067,-1.3206156,0
9149,-1.6743364,0.7056024,-0.22684537,2
1291,-1.1179125,-0.52333575,0.7101022,0
5675,-0.88686186,0.1304934,-1.4228389,0
812,0.07334404,0.5527444,0.6747906,1
10,-0.16055088,-0.43416926,-1.4998246,1
1181,1.2210842,-0.9277399,0.5649554,0
3186,-1.6655271,-0.29729483,-0.52729356,0
2641,-0.33882514,-0.8682895,1.9122003,0
7101,-0.58188045,0.19969961,0.92029107,2
7527,-0.86619425,-0.6582632,1.2774786,2
8896,1.5251901,0.52537787,-0.9877573,2
6610,0.907073,-0.4071849,-1.4662331,0
2925,-0.045938227,-1.4252744,-0.8041032,0
1802,-1.5093315,-0.017308423,0.7101022,0
849,-1.5445988,1.2477956,0.03846251,1
1388,-1.3215986,0.9585292,1.3501811,0
4623,0.23868118,1.7786003,1.5396578,0
3710,0.14351822,-1.2613803,0.18486425,0
4288,-1.6459495,-0.9766307,-0.866507,0
9336,1.3871615,-0.23042424,1.0119214,2
9753,1.3151724,-0.45880702,-0.622154,2
9574,-0.7007208,0.5163859,0.3894284,2
4310,0.40335777,-0.027084114,1.8253034,0
417,0.681465,0.09764925,-1.6497846,1
3349,-1.1041594,-1.3818558,-0.42142004,0
4603,-1.2524269,1.4076673,1.3668348,0
5519,-0.96703947,-0.0560201,-1.5065646,0
1473,-0.16203827,-1.5934763,-1.2426999,0
761,1.5584553,-1.1045315,-1.5302126,1
3178,1.7233644,1.5327471,2.1945915,0
3483,0.71452683,-0.5323308,-0.7982053,0
7426,-0.43226868,-0.14204766,-2.021625,2
2352,-0.47525027,1.4690349,0.085492894,0
5934,-0.35712603,1.850517,-1.7505288,0
6671,1.2613285,0.80568033,0.613968,0
3099,1.4027718,0.7896524,-0.37626585,0
2299,-0.93064636,-0.21165371,0.26310107,0
8834,1.5463581,-0.5385883,0.3360901,2
6815,1.3443667,0.74195904,0.9000408,0
2261,-0.7953061,-1.0302159,0.05425386,0
966,-1.2823563,-0.49283123,0.05650045,1
5195,-0.69431365,-1.3638626,0.7541773,0
4819,-1.3235608,-0.5135586,2.6421478,0
3210,-0.469323,2.095186,0.07883757,0
1122,0.5613254,-1.3153594,0.19535871,0
210,-1.0943347,-1.1663316,2.0122614,1
9347,-0.95917165,-1.5269772,-1.2169676,2
7588,1.5589592,1.6687686,-0.35260797,2
8645,-0.117902815,0.82913566,1.0745512,2
7946,0.014173233,-0.65982765,-0.71069086,2
4581,0.61937594,1.1176275,0.19953968,0
5357,-0.68149835,0.07379786,0.18064952,0
6402,-0.47179255,1.0730648,0.60560405,0
7089,0.8207899,0.07536193,0.8971323,2
615,1.000446,-1.5078102,-0.43213293,1
9384,0.71252275,0.29705453,-1.7680498,2
3118,1.4989859,0.3216861,-0.6334688,0
3493,-1.436814,0.68097335,0.97291815,0
4526,-0.07919993,0.42490184,0.9000408,0
8402,-1.3441583,1.3916414,2.6631522,2
4572,0.6238812,0.9417199,1.1446235,0
4917,0.16841869,-1.0274777,-0.53833044,0
1091,-1.4735671,0.6907468,-0.21931419,0
9406,0.6383995,-0.9257843,1.6341136,2
1641,1.1944287,-1.6282905,-1.2945242,0
1621,-0.6647376,1.636327,0.089918226,0
6913,-0.9940817,-0.09277682,1.3225708,0
7504,-0.6721325,1.9087541,-0.18442947,2
8994,-0.117902815,-0.5784795,0.18275812,2
2647,-1.2141476,0.06402275,-0.2955041,0
1509,-0.2774637,-0.7943683,-0.40541366,0
4444,-0.61887836,0.92881995,1.0036216,0
8920,-0.96998984,0.95032007,-0.14508946,2
8650,-0.60161436,-0.9230464,-0.67618877,2
6811,-0.6371256,0.7517323,-0.20181812,0
8910,0.022623084,0.9456294,0.027113324,2
5983,0.74008125,-1.6357228,-0.21180284,0
3751,1.3962255,0.1105525,0.6666788,0
8764,0.5583236,-1.6873579,0.6122981,2
6743,0.14949366,1.3017384,0.4503727,0
1853,1.6149204,-0.30707148,-0.08953443,0
5793,-0.10252332,0.9514927,-1.4595374,0
4250,0.25563312,0.5957485,0.7132822,0
3850,-0.8814493,1.1098096,-1.3173476,0
3039,-0.7933365,-0.5280287,2.1249967,0
1071,0.57533455,-1.4170599,-1.0526528,0
560,-0.16996992,-1.1518594,1.3465974,1
1518,-1.6679744,-0.29455748,-1.4461666,0
1411,-0.5019187,0.7818338,-1.9745334,0
3481,0.012185253,-0.12797026,0.47743207,0
1396,0.5788371,1.2493593,-1.0526528,0
5542,-0.08416311,0.96869296,-0.0026653016,0
5846,-0.6691745,0.74352276,-1.4228389,0
5521,1.487397,0.454615,0.8559937,0
3413,-0.74900866,-0.21791047,-0.67618877,0
5047,1.0039614,1.3302728,-1.1404929,0
3152,-0.31606716,1.481152,0.9785325,0
8230,0.7280549,-0.41539755,-0.35260797,2
